source_panel,target_panel,source_X_over_H,target_X_over_H,H_scale_factor,log_amplitude_factor,kernel_rmse_log_factor,shape_rmse_log_factor,rho1_pred_log_factor,rho1_target,kernel_rmse_exact_rho1_factor
1,2,356.40976974622185,447.42525042239924,1.1813515825491874,0.962738097055662,0.0033843057991723895,0.026817148870281513,-0.12062051655219748,-0.1091789785806303,0.002927868922102038
1,3,356.40976974622185,415.9834984507502,1.748502994011976,0.9743701594803588,0.001636285332548279,0.01536290454652927,-0.10726303590778447,-0.10763608655850475,0.00165360292356027
1,4,356.40976974622185,593.2979142698879,1.673011120615911,0.920194212539651,0.0061039868740078405,0.040155854116018,-0.1301066842177411,-0.10518125391645618,0.004223643088009063
