sign_pattern,observed_count,mc_mean,mc_sd,two_sided_p
000,38,48.267857142857146,8.71914707151297,0.24665676077265974
001,61,57.34077380952381,4.545016234810726,0.4427934621099554
010,71,63.770833333333336,8.394404879659799,0.4160475482912333
011,56,56.81547619047619,4.691864260067815,0.9063893016344725
100,60,57.21279761904762,4.554778356028179,0.5661218424962853
101,67,63.257440476190474,8.459816721018994,0.6582466567607727
110,56,56.74702380952381,4.686441433000781,0.9049034175334324
111,39,44.58779761904762,7.6683120922065795,0.5037147102526003
