base_wheel_q0,tail_cutoff_Q,R_observed,R_mc_mean,R_mc_sd,R_p,R_error_z,lag1_observed,lag1_mc_mean,lag1_mc_sd,lag1_p,lag1_error_z,runs_observed,runs_mc_mean,runs_mc_sd,runs_p,runs_error_z,balance_score_R_lag1,balance_score_R_lag1_runs
251,7919,0.6668311316396729,0.6460785726293636,0.0456286609310861,0.6519567027477102,-0.454814114349142,-0.1237069690819751,-0.0680984442913641,0.0457387871134457,0.2381348875936719,1.2157848578862684,256.0,235.0158333333333,10.635781550025936,0.0541215653621981,-1.9729783437133004,1.2980711456914558,2.361701133513385
251,6311,0.6668311316396729,0.6591950009560177,0.0448938765506542,0.858451290591174,-0.1700929229187699,-0.1237069690819751,-0.0590906375528076,0.0451907422364595,0.1631973355537052,1.429857717119671,256.0,233.6175,10.860608689245618,0.0399666944213155,-2.0608881730693023,1.4399391284473546,2.5140972048691066
29,7919,0.4478701299490362,0.4794010500349223,0.0314526860456817,0.3096559378468368,1.0024873564086303,-0.1236605920348701,-0.0749118995977456,0.0466805885808517,0.3263041065482797,1.0443032943488035,256.0,235.92888888888888,10.484134360609431,0.0566037735849056,-1.914427116321734,1.4476015578697503,2.400121133204505
97,7919,0.5461958159670286,0.5725678053957414,0.0379654343232928,0.4829308909242298,0.6946315747146036,-0.1236687027678736,-0.0654091786854767,0.0434742426329246,0.1790174854288093,1.3400929045345782,256.0,234.51666666666668,10.464829163922392,0.0457951706910907,-2.052908174306116,1.5094243993570569,2.5480961499730115
997,1259,0.98942406254616,0.9672253486725996,0.0630608688251371,0.7218984179850125,-0.3520204254577528,-0.124266513277359,-0.0076097224674261,0.0461303350191201,0.0074937552039966,2.5288520181260523,256.0,226.5233333333333,10.539545716434503,0.0091590341382181,-2.796768234583693,2.5532353807511883,3.7869411756054583
